19.06806950 26.34654196 
16.97282002 25.19426532 
14.64630161 27.49822791 
14.76873107 20.82495693 
12.84696318 23.43406350 
13.17005420 20.28355895 
9.07480472 20.63128230 
6.74828631 20.43524489 
8.37071577 20.76197391 
8.44894787 11.87108048 
23.55105213 28.73802609 
12.45580265 22.08574945 
12.62928423 23.88971204 
20.75171369 26.21644105 
19.32994580 27.82554762 
12.62242946 21.37048979 
10.52717998 23.21821314 
10.70066157 19.02217573 
7.32309103 16.84890475 
11.40132313 20.45801132 
11.62585685 20.69603741 
18.53060736 28.04376077 
12.20408895 20.34772336 
17.32651841 27.17445238 
15.40475052 22.28355895 
