 1  1 3554.00000000 76.66666667 103.00000000 
 1  2 4234.33333333 101.33333333 84.00000000 
 1  3 5406.33333333 100.00000000 100.33333333 
 1  4 3507.66666667 103.33333333 77.00000000 
 1  5 4962.66666667 96.33333333 109.00000000 
 1  6 3508.66666667 80.66666667 115.66666667 
 1  7 8241.66666667 119.33333333 74.00000000 
 1  8 4880.66666667 84.10000000 100.00000000 
 1  9 4275.00000000 82.66666667 122.00000000 
 2  1 4539.00000000 73.33333333 104.00000000 
 2  2 3649.00000000 93.33333333 73.00000000 
 2  3 5098.00000000 99.66666667 100.00000000 
 2  4 1984.00000000 92.00000000 75.00000000 
 2  5 6135.66666667 95.33333333 105.00000000 
 2  6 3527.00000000 74.66666667 110.00000000 
 2  7 7114.33333333 103.33333333 70.00000000 
 2  8 5919.66666667 84.00000000 100.00000000 
 2  9 4068.00000000 82.00000000 116.66666667 
 3  1 3583.33333333 76.33333333 97.00000000 
 3  2 3519.66666667 95.33333333 73.00000000 
 3  3 6161.33333333 92.00000000 100.00000000 
 3  4 2795.33333333 95.00000000 68.00000000 
 3  5 5184.33333333 89.33333333 107.00000000 
 3  6 4644.33333333 87.00000000 112.00000000 
 3  7 7583.33333333 104.00000000 74.00000000 
 3  8 5149.66666667 79.76666667 98.00000000 
 3  9 4094.00000000 81.66666667 117.33333333 
 4  1 5147.66666667 79.00000000 100.00000000 
 4  2 3700.00000000 108.00000000 73.00000000 
 4  3 3661.66666667 94.66666667 99.66666667 
 4  4 2042.66666667 100.33333333 75.00000000 
 4  5 5299.66666667 92.66666667 109.00000000 
 4  6 6260.00000000 77.33333333 114.33333333 
 4  7 8344.33333333 108.33333333 78.00000000 
 4  8 5613.00000000 77.63333333 100.00000000 
 4  9 5434.33333333 88.00000000 116.66666667 
 5  1 3983.33333333 82.66666667 103.00000000 
 5  2 3578.00000000 93.66666667 73.66666667 
 5  3 4877.00000000 97.33333333 99.00000000 
 5  4 1191.66666667 95.33333333 75.00000000 
 5  5 5886.33333333 91.00000000 105.00000000 
 5  6 3157.66666667 77.66666667 113.00000000 
 5  7 8341.66666667 107.33333333 70.00000000 
 5  8 5328.33333333 79.26666667 100.00000000 
 5  9 2430.00000000 76.33333333 114.66666667 
 6  1 3528.00000000 74.00000000 98.00000000 
 6  2 4539.00000000 107.33333333 76.66666667 
 6  3 6573.33333333 115.00000000 98.33333333 
 6  4 3030.33333333 104.33333333 78.00000000 
 6  5 6256.00000000 94.33333333 105.00000000 
 6  6 4090.33333333 86.33333333 108.33333333 
 6  7 7537.33333333 106.00000000 70.00000000 
 6  8 5175.33333333 85.70000000 102.00000000 
 6  9 5072.66666667 84.33333333 119.33333333 
 7  1 4831.00000000 78.66666667 100.00000000 
 7  2 3317.66666667 98.33333333 73.00000000 
 7  3 5387.00000000 102.00000000 100.66666667 
 7  4 1018.33333333 98.00000000 75.00000000 
