 7  5 5350.66666667 88.66666667 105.00000000 
 7  6 4155.00000000 87.66666667 112.00000000 
 7  7 7831.66666667 118.00000000 70.00000000 
 7  8 4504.00000000 77.46666667 102.00000000 
 7  9 3941.00000000 86.66666667 111.00000000 
 8  1 4860.33333333 78.33333333 100.00000000 
 8  2 3401.66666667 103.00000000 76.00000000 
 8  3 5612.66666667 99.33333333 102.00000000 
 8  4 1632.33333333 104.66666667 68.00000000 
 8  5 5189.33333333 89.33333333 109.00000000 
 8  6 3130.00000000 74.66666667 113.33333333 
 8  7 7124.66666667 113.66666667 70.00000000 
 8  8 5829.33333333 90.63333333 102.00000000 
 8  9 5697.33333333 89.00000000 111.66666667 
 9  1 4286.33333333 80.00000000 104.00000000 
 9  2 4212.00000000 98.33333333 76.00000000 
 9  3 5808.66666667 111.33333333 101.33333333 
 9  4 3160.66666667 96.66666667 75.00000000 
 9  5 5867.66666667 97.66666667 109.00000000 
 9  6 4265.66666667 81.33333333 117.00000000 
 9  7 7460.00000000 113.66666667 74.00000000 
 9  8 7008.33333333 81.36666667 98.00000000 
 9  9 4548.33333333 83.33333333 115.66666667 
 10  1 4712.66666667 80.66666667 96.00000000 
 10  2 3736.00000000 100.00000000 73.00000000 
 10  3 6176.00000000 105.66666667 98.66666667 
 10  4 2452.33333333 99.00000000 75.00000000 
 10  5 4833.66666667 98.33333333 100.00000000 
 10  6 3490.33333333 87.00000000 112.00000000 
 10  7 6939.00000000 115.00000000 70.00000000 
 10  8 5917.66666667 79.06666667 102.00000000 
 10  9 4495.00000000 79.66666667 111.66666667 
 11  1 4122.00000000 75.66666667 100.00000000 
 11  2 4622.00000000 104.66666667 77.00000000 
 11  3 5117.33333333 102.66666667 101.33333333 
 11  4 2985.33333333 102.33333333 81.00000000 
 11  5 5683.33333333 98.00000000 109.00000000 
 11  6 2806.66666667 76.66666667 116.33333333 
 11  7 8054.33333333 114.33333333 71.00000000 
 11  8 5626.66666667 85.60000000 100.00000000 
 11  9 4323.33333333 79.66666667 118.66666667 
 12  1 3976.66666667 73.66666667 102.00000000 
 12  2 3556.66666667 94.33333333 84.00000000 
 12  3 5877.33333333 99.00000000 101.33333333 
 12  4 3713.66666667 95.66666667 82.00000000 
 12  5 5420.00000000 93.33333333 105.00000000 
 12  6 2853.33333333 75.33333333 112.00000000 
 12  7 6882.33333333 107.33333333 70.00000000 
 12  8 5206.33333333 79.10000000 98.00000000 
 12  9 4338.00000000 82.33333333 120.00000000 
 13  1 4503.66666667 77.00000000 92.00000000 
 13  2 4108.00000000 101.66666667 76.00000000 
 13  3 5808.33333333 98.00000000 101.66666667 
 13  4 2311.00000000 98.66666667 75.00000000 
 13  5 5881.66666667 94.66666667 100.00000000 
 13  6 6011.33333333 83.33333333 113.66666667 
 13  7 8219.33333333 112.33333333 74.00000000 
 13  8 5575.00000000 81.10000000 102.00000000 
 13  9 3693.00000000 87.00000000 113.00000000 
 14  1 4702.66666667 72.66666667 99.00000000 
 14  2 3434.66666667 91.66666667 75.66666667 
 14  3 5058.33333333 95.00000000 99.33333333 
 14  4 1241.00000000 95.33333333 68.00000000 
 14  5 5609.33333333 88.33333333 109.00000000 
 14  6 2363.66666667 75.00000000 113.33333333 
 14  7 7537.33333333 106.00000000 70.00000000 
 14  8 5532.00000000 78.60000000 98.00000000 
 14  9 4731.00000000 83.00000000 110.33333333 
 15  1 4718.33333333 78.00000000 100.00000000 
 15  2 4574.33333333 103.66666667 84.00000000 
 15  3 5955.66666667 93.33333333 99.66666667 
 15  4 3669.33333333 104.00000000 83.00000000 
 15  5 5041.33333333 99.66666667 105.00000000 
 15  6 5133.66666667 82.66666667 115.66666667 
 15  7 8191.00000000 112.33333333 78.00000000 
 15  8 5908.66666667 83.60000000 102.00000000 
 15  9 6007.00000000 82.00000000 114.00000000 
 16  1 4488.00000000 83.66666667 103.00000000 
 16  2 4569.33333333 107.33333333 74.66666667 
 16  3 4597.66666667 103.00000000 102.33333333 
 16  4 3810.66666667 107.00000000 75.00000000 
 16  5 5434.00000000 103.66666667 105.00000000 
 16  6 4616.66666667 87.33333333 115.66666667 
 16  7 7813.33333333 118.00000000 53.00000000 
 16  8 4831.00000000 89.46666667 100.00000000 
 16  9 2982.33333333 89.00000000 116.00000000 
 17  1 4010.00000000 73.00000000 97.00000000 
 17  2 4837.33333333 95.33333333 76.00000000 
 17  3 5117.33333333 95.33333333 99.66666667 
 17  4 4264.66666667 99.66666667 75.00000000 
 17  5 4769.00000000 90.00000000 105.00000000 
 17  6 3582.66666667 83.00000000 117.00000000 
 17  7 7412.33333333 106.33333333 53.00000000 
 17  8 6654.66666667 85.50000000 100.00000000 
 17  9 3815.33333333 85.66666667 122.00000000 
 18  1 3560.33333333 72.33333333 93.00000000 
 18  2 4266.66666667 109.33333333 76.00000000 
 18  3 5656.66666667 98.00000000 99.33333333 
 18  4 2929.66666667 104.66666667 75.00000000 
 18  5 5646.00000000 93.00000000 105.00000000 
 18  6 3342.66666667 83.00000000 111.00000000 
 18  7 7182.33333333 102.66666667 74.00000000 
 18  8 6305.00000000 89.73333333 100.00000000 
 18  9 4663.00000000 86.66666667 118.66666667 
 19  1 3346.33333333 81.33333333 101.00000000 
 19  2 3895.33333333 103.66666667 84.00000000 
 19  3 4945.66666667 110.66666667 100.33333333 
 19  4 3021.33333333 101.00000000 82.00000000 
 19  5 4815.00000000 105.33333333 109.00000000 
 19  6 4035.00000000 90.00000000 114.33333333 
 19  7 6902.00000000 119.33333333 74.00000000 
 19  8 4909.66666667 87.96666667 100.00000000 
 19  9 4267.66666667 88.00000000 120.33333333 
 20  1 3753.33333333 87.66666667 98.00000000 
 20  2 5290.00000000 104.33333333 84.00000000 
 20  3 5435.66666667 113.66666667 100.00000000 
 20  4 3402.66666667 109.33333333 81.00000000 
 20  5 5110.66666667 105.33333333 105.00000000 
 20  6 3434.66666667 87.33333333 117.00000000 
 20  7 7575.00000000 120.66666667 81.00000000 
 20  8 5359.00000000 86.60000000 100.00000000 
 20  9 5117.00000000 89.00000000 118.00000000 
 21  1 3775.33333333 74.00000000 102.00000000 
 21  2 3494.33333333 95.33333333 75.00000000 
 21  3 4779.33333333 98.00000000 101.00000000 
 21  4 1456.00000000 92.33333333 75.00000000 
 21  5 5480.00000000 94.66666667 105.00000000 
 21  6 3721.00000000 68.33333333 117.00000000 
 21  7 7293.33333333 101.00000000 70.00000000 
 21  8 6713.66666667 85.93333333 100.00000000 
 21  9 4806.66666667 85.00000000 113.66666667 
